title,address,unit_type,price,bedrooms,bathrooms,apartment_lat,apartment_lon,hydro_included,heat_included,water_included,laundry_included,backyard_included,parking_included,gym_included,sqft,furnished,air_conditioning,walk_score,transit_score,bike_score,img_1,"img_2""",img_3,
"
                            2 bdrm Penthouse, + terrace- Fashion District
                        ","50 Portland St, Toronto, ON, M5V 2M7",Apartment,3300,2.00,1,43.6432618,-79.3998572,0,1,1,1,1,0,1,858,0,1,97,10,66,https://i.ebayimg.com/00/s/NDgwWDY0MA==/z/IHEAAOSw84xe4-Af/$_27.JPG,https://i.ebayimg.com/00/s/NjQwWDQ4MA==/z/oVEAAOSwnJJe4-Ag/$_2.JPG,https://i.ebayimg.com/00/s/NjQwWDQ4MA==/z/UqYAAOSwuDte4-Af/$_2.JPG,
"
                            Downtown- 1 bedroom + den + dining room
                        ","50 Portland St, Toronto, ON, M5V 2M7",Apartment,2625,1.50,1,43.6432618,-79.3998572,0,1,0,1,0,0,1,726,0,1,97,10,66,https://i.ebayimg.com/00/s/NjgzWDEwMjU=/z/GEIAAOSwYApe4-Ah/$_27.JPG,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/yyoAAOSwRNde4-Ao/$_2.JPG,https://i.ebayimg.com/00/s/NjgzWDEwMjU=/z/vy8AAOSwzO5e4-Ah/$_2.JPG,
"
                            2 bdrm in the heart of King West
                        ","50 Portland St, Toronto, ON, M5V 2M7",Apartment,2690,2.00,1,43.6432618,-79.3998572,0,1,1,1,0,0,1,747,0,1,97,10,66,https://i.ebayimg.com/00/s/MTYwMFgxMjgw/z/P-QAAOSw1Exe7nTd/$_27.JPG,https://i.ebayimg.com/00/s/NjQwWDQ4MA==/z/IrcAAOSwIOhe7nTa/$_2.JPG,https://i.ebayimg.com/00/s/MTAwMlgxNTAw/z/o6AAAOSwCgRe7nTY/$_2.JPG,
"
                            Fashion District- 1 bedroom + den
                        ","50 Portland St, Toronto, ON, M5V 2M7",Apartment,2499,1.50,1,43.6432618,-79.3998572,0,1,1,1,0,0,1,694,0,1,97,10,66,https://i.ebayimg.com/00/s/NjQwWDQ4MA==/z/8tQAAOSw7vVe4-Ag/$_27.JPG,https://i.ebayimg.com/00/s/NjQwWDQ4MA==/z/2lcAAOSwQBNe4-Ag/$_2.JPG,https://i.ebayimg.com/00/s/NjQwWDQ4MA==/z/b-YAAOSwLrle4-Ah/$_2.JPG,
"
                            2  bedroom, 2 bath in the heart of King West
                        ","50 Portland St, Toronto, ON, M5V 2M7",Apartment,3195,2.50,2,43.6432618,-79.3998572,0,1,1,1,0,0,1,887,0,1,97,10,66,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/Q9cAAOSwdYFe4-Am/$_27.JPG,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/JncAAOSwYN5e4-Am/$_2.JPG,https://i.ebayimg.com/00/s/MTYwMFgxMjgw/z/8tsAAOSwh3Ve4-Ak/$_2.JPG,
"
                            Fashion District -1 bedroom + den
                        ","50 Portland St, Toronto, ON, M5V 2M7",Apartment,2375,1.00,1,43.6432618,-79.3998572,0,1,1,1,0,0,1,625,0,1,97,10,66,https://i.ebayimg.com/00/s/NDgwWDY0MA==/z/KrsAAOSwG7FfCMkh/$_27.JPG,https://i.ebayimg.com/00/s/MTYwMFgxMjgw/z/pZMAAOSwSmxfCMkn/$_2.JPG,https://i.ebayimg.com/00/s/NjQwWDQ4MA==/z/PUMAAOSwogVfCMkh/$_2.JPG,
"
                            King West-1 bedroom, brand new!!
                        ","50 Portland St, Toronto, ON, M5V 2M7",Apartment,1995,1.00,1,43.6432618,-79.3998572,0,1,1,1,0,0,1,487,0,1,97,10,66,https://i.ebayimg.com/00/s/NDgwWDY0MA==/z/FukAAOSwxahe4-Ag/$_27.JPG,https://i.ebayimg.com/00/s/NjQwWDQ4MA==/z/gVoAAOSwJp5e4-Ag/$_2.JPG,https://i.ebayimg.com/00/s/NjQwWDQ4MA==/z/EcUAAOSwvhte4-Ag/$_2.JPG,
"
                            Bretton Place - Studio Apartment for Rent
                        ","44 Jackes Avenue, Toronto, ON, M4T 1G4",Apartment,1400,1.00,1,43.685763,-79.391121,0,1,1,1,0,0,1,402,0,0,83,84,49,https://i.ebayimg.com/00/s/NTM4WDEwMjQ=/z/PlMAAOSwQhNfChPu/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/T6AAAOSw-dhfChPu/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/gicAAOSwI1xfChPu/$_2.JPG,
"
                            1BR Apartment Bright Lower Unit in Townhouse Condo near Junction
                        ",", Toronto M6N5G3 ON, Canada",Apartment,1800,1.00,1,43.6721266,-79.4550943,0,0,1,1,1,1,0,550,0,1,79,77,80,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/t6YAAOSwD2tfChVg/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/SLEAAOSwLClfChVi/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/VAAAAOSw1ixfChVt/$_2.JPG,
"
                            Waterclub Condo in Downtown Toronto with Lake View
                        ",", Toronto  M5J 2Y5 ON, Canada",Condo,1999,1.00,1,43.6400247,-79.3812245,0,0,0,1,1,0,1,555,0,1,85,10,83,https://i.ebayimg.com/00/s/MzkyWDcxOA==/z/HNYAAOSwBQVfCbEp/$_27.JPG,https://i.ebayimg.com/00/s/NTIwWDcyOQ==/z/gh4AAOSwrD1fCbEr/$_2.JPG,https://i.ebayimg.com/00/s/NDc3WDcyNQ==/z/e64AAOSwGIxfCbEt/$_2.JPG,
"
                            1br bsmt available aug 1, bus stop outside home- vic/ellesmere
                        ","M1R 1V2, Canada",Basement,1100,1.00,1,43.7525225,-79.3139869,0,1,0,1,1,0,0,250,1,1,64,64,50,https://i.ebayimg.com/00/s/MzE1WDQ3NA==/z/iGUAAOSwa0xfCg3T/$_27.JPG,https://i.ebayimg.com/00/s/MzE1WDQ3NA==/z/mZwAAOSwZutfCg3U/$_2.JPG,https://i.ebayimg.com/00/s/MzE1WDQ3NA==/z/bskAAOSwDH1fCg3U/$_2.JPG,
"
                            1 bedroom basement
                        ","11 Auburn Ave, Toronto, ON M6H 2L6, Canada",Basement,1450,1.00,1,43.6751648,-79.4428877,1,1,1,1,1,0,0,790,0,0,81,79,74,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/kvkAAOSwLQ5fCdqt/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/E9gAAOSwe1xfCdq1/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/AM8AAOSwpbxfCdq-/$_2.JPG,
"
                            Waterclub Condo in downtown Toronto with Lake view
                        ",", Toronto M5J 2Y5 ON, Canada",Condo,1999,1.00,1,43.6400247,-79.3812245,0,0,0,1,1,0,1,555,0,1,85,10,83,https://i.ebayimg.com/00/s/MzkyWDcxOA==/z/HDQAAOSwpVxfCKBj/$_27.JPG,https://i.ebayimg.com/00/s/NTIwWDcyOQ==/z/xmgAAOSwWzxfCKBl/$_2.JPG,https://i.ebayimg.com/00/s/NDc3WDcyNQ==/z/jWYAAOSwmnFfCKBo/$_2.JPG,
"
                            1 Bedroom Apt with separate walkout, Utilities included $950
                        ",", m9l2c3, North york, ON",Apartment,950,1.00,1,43.7539426,-79.561222,1,1,1,0,1,1,0,650,0,1,46,63,50,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/GK8AAOSwuNVfCfLA/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/WZAAAOSwCNNfCfLS/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/nPsAAOSwutFfCfLk/$_2.JPG,
"
                            Luxury and Rare Forest Hill Penthouse Available For Lease
                        ","314 Lonsdale Rd, Toronto, ON M4V 1X4, Canada",Apartment,5500,3.00,3,43.6891085,-79.411551,0,0,1,1,1,1,0,1799,0,1,79,83,87,https://i.ebayimg.com/00/s/NTMzWDgwMA==/z/XeAAAOSwJs5fCf2H/$_27.JPG,https://i.ebayimg.com/00/s/NTMzWDgwMA==/z/gDsAAOSwSmxfCf2K/$_2.JPG,https://i.ebayimg.com/00/s/NTMzWDgwMA==/z/-jQAAOSwHhVfCf2N/$_2.JPG,
"
                            Renovated Basement Apartment Scarborough
                        ",", Scarborough M1T1Y5 ON, Canada",Basement,1350,1.00,1,43.7759497,-79.3020128,1,1,1,1,0,1,0,350,0,1,58,61,45,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/y9UAAOSwdzdfCgu6/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/vtIAAOSwI5tfCgu2/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/hSsAAOSw4rxfCgu9/$_2.JPG,
"
                            Rent Furnished 2 Bedroom Apartment for Females / Toronto
                        ",", Toronto M1P5C4 ON, Canada",Basement,1600,2.50,1,43.7654526,-79.2910939,1,1,1,1,1,0,0,300,1,1,49,60,48,https://i.ebayimg.com/00/s/ODAwWDQ1MA==/z/DtQAAOSwCfRfCgmd/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDQ1MA==/z/SrUAAOSw9OJfCgmo/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/YBMAAOSwGgZfCgmz/$_2.JPG,
"
                            2Bed/2Bath - 800 SQ Foot Condo For Rent - 68 Abell
                        ","68 Abell St, Toronto, ON M6J 0B1, Canada",Condo,2900,2.00,2,43.642313,-79.4243664,0,1,1,1,1,1,1,810,0,1,89,89,85,https://i.ebayimg.com/00/s/NTMyWDgwMA==/z/xIQAAOSwU2dfCgg9/$_27.JPG,https://i.ebayimg.com/00/s/NTA5WDgwMA==/z/1BIAAOSwbOBfCgg1/$_2.JPG,https://i.ebayimg.com/00/s/NDgwWDY0MA==/z/F~AAAOSwO2BfCggZ/$_2.JPG,
"
                            TORONTO - NEW 2 Bedroom Apt. / Available August 1st
                        ","36 Branstone Rd, York, ON M6E 4E4, Canada",Apartment,2450,2.00,1,43.6913563,-79.4535089,0,1,1,1,1,1,0,1000,0,1,64,73,53,https://i.ebayimg.com/00/s/NzQyWDc0Nw==/z/Y54AAOSwgd5fCgj-/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDY0Nw==/z/W50AAOSw3fZfCgkJ/$_2.JPG,https://i.ebayimg.com/00/s/NzE4WDc0NA==/z/5tkAAOSwZm1fCgkT/$_2.JPG,
"
                            Midtown 2nd Floor Bright 1 Bedroom Apartment
                        ","298 Eglinton Ave W, Toronto, ON M4R 1B2, Canada",Apartment,1400,1.00,1,43.7049299,-79.4080723,0,0,1,1,1,0,0,600,0,1,88,86,63,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/ROgAAOSwYz5fCgj-/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/kHEAAOSwEWVfCgkB/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/SqAAAOSwY01fCgpN/$_2.JPG,
"
                            Airy 2 Bedroom Apartment for Rent in the Beaches
                        ","234 Coxwell Ave, Toronto, ON M4L 3B2, Canada",Apartment,2100,2.00,1,43.6722174,-79.3192239,0,0,1,1,1,1,0,1000,0,1,86,71,79,https://i.ebayimg.com/00/s/NTMzWDgwMA==/z/G0AAAOSwO2xfCgUM/$_27.JPG,https://i.ebayimg.com/00/s/NTMzWDgwMA==/z/bncAAOSwENFfCgUQ/$_2.JPG,https://i.ebayimg.com/00/s/NTMzWDgwMA==/z/MqcAAOSwzwRfCgUd/$_2.JPG,
"
                            RENOVATED BACHELOR ALL INCLUSIVE - St. Clair & Keele
                        ",", Toronto M6N2Z5 ON",Apartment,1480,1.00,1,43.6729786,-79.4610716,1,1,1,1,0,0,0,300,0,1,85,77,78,https://i.ebayimg.com/00/s/ODAwWDM4OA==/z/W48AAOSw3LxfB2r0/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDM4OA==/z/ynwAAOSwl2pfB2sb/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDM4OA==/z/1LwAAOSwmwtfB2su/$_2.JPG,
"
                            Renovated 2bdrm basement apt w/ outdoor space - Aug 1, inclusive
                        ",", Toronto M6E3R3 ON, Canada",Basement,1475,2.00,1,43.6870212,-79.4463034,1,1,1,1,1,0,0,700,0,1,57,72,73,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/k3wAAOSwGhpfCgW4/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/LYgAAOSwLfBfCgW0/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/9coAAOSwraRfCgWx/$_2.JPG,
"
                            RENOVATED-2 BEDROOM UNIT- QUEENSWAY & PARKLAWN!!!
                        ","23 Cannon Rd, Etobicoke, ON M8Y 1R8, Canada",Apartment,2500,2.00,1,43.6335838,-79.4874596,0,1,1,1,1,1,0,950,0,1,43,63,75,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/JkAAAOSwooVfCgMX/$_27.JPG,https://i.ebayimg.com/00/s/NDY4WDgwMA==/z/emQAAOSwJmRfCgNh/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/uYMAAOSwoU1fCgNl/$_2.JPG,
"
                            LEGAL BASEMENT APT W/PRKG (SCARLETT&ST.CLAIR)  $1300 (FLEX DATE)
                        ","Edinborough Ct, York, ON M6N 2E9, Canada",Basement,1300,1.00,1,43.672579,-79.5028274,0,1,1,1,0,1,0,700,0,1,30,62,48,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/mX0AAOSwx5pfCgJ~/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/wKgAAOSwbu1fCgJm/$_2.JPG,https://i.ebayimg.com/00/s/NDc4WDY0MA==/z/AKkAAOSwOMBfCgJf/$_2.JPG,
"
                            LARGE 2BR +den 17 KING GEORGES DR 2FL 1800SF AUG 15 available
                        ","17 King Georges Dr, York, ON M6M 2H1, Canada",Apartment,2200,2.50,15,43.6951824,-79.4768281,0,0,0,1,1,1,0,1800,0,0,34,68,43,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/CJMAAOSwwsVfCgE2/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/GxMAAOSwG7FfCgFm/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/72QAAOSwgpJfCgFt/$_2.JPG,
"
                            Liberty Village Townhome - RENTAL
                        ","701-42 Western Battery Rd, Toronto, ON M6K 3P1, Canada",Condo,2300,1.00,1,43.6396638,-79.4134616,1,1,1,1,1,1,0,600,0,1,87,92,95,https://i.ebayimg.com/00/s/MzAyWDQ1NA==/z/xjcAAOSwYkVfCgDD/$_27.JPG,https://i.ebayimg.com/00/s/MzAyWDQ1NA==/z/pvMAAOSwQiJfCgDL/$_2.JPG,https://i.ebayimg.com/00/s/MjEyWDMxOQ==/z/JmUAAOSw6YNfCgDQ/$_2.JPG,
"
                            Bright 2 Bedroom 2 Bathroom at Ossington & College/Bloor
                        ","461 Ossington Ave, Toronto, ON M6G 3T3, Canada",Apartment,2000,2.00,2,43.6550537,-79.4226472,1,1,1,1,0,0,0,800,0,1,91,84,96,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/dBUAAOSws-dfCf5v/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/M-kAAOSwudBfCf6H/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/bi8AAOSwD7hfCf58/$_2.JPG,
"
                            Brand New BACHELOR Apartment Will Be Available Sep 1st, 2020
                        ","195 Oakridge Dr, Scarborough, ON M1M 2B2, Canada",Apartment,1588,1.00,1,43.7327459,-79.2304724,1,1,1,1,1,1,0,900,1,1,55,67,60,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/xUEAAOSwRc9fCf6-/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/0AUAAOSwtEBfCf7F/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/8mwAAOSwXsJfCf7O/$_2.JPG,
"
                            SPACIOUS ONE BEDROOM + DEN!! FIRST MONTH, NO RENT!! FREE! FREE!!
                        ","390 Queens Quay West, Toronto, ON, M5V 3A7",Apartment,2057,1.50,1,43.6384582,-79.3906374,0,0,1,1,0,0,1,639,0,1,76,96,91,https://i.ebayimg.com/00/s/NzM4WDEwNDI=/z/OqgAAOSw2uhe4XbH/$_27.JPG,https://i.ebayimg.com/00/s/NTI3WDc4NQ==/z/hB4AAOSw9CNe4XbE/$_2.JPG,https://i.ebayimg.com/00/s/MTA2OFgxNjAw/z/EMIAAOSwn0Ne4XbI/$_2.JPG,
"
                            Parkside Place - Bachelor Apartment for Rent
                        ","55 Triller Avenue, Toronto, ON, M6R 2H6",Apartment,1418,1.00,1,43.6399616,-79.4437099,0,1,1,1,1,0,0,419,0,0,86,79,60,https://i.ebayimg.com/00/s/MTYwMFg3NjI=/z/BF4AAOSweWde4W5n/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/5oUAAOSwjDJe4W5l/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/ePkAAOSwIOxe4W5l/$_2.JPG,
"
                            Galleria - Three Bedroom Apartment for Rent
                        ","77 Finch Avenue East, Toronto, ON, M2N 6H8",Apartment,2995,3.00,2,43.780286,-79.411615,0,1,1,1,0,0,1,1075,0,1,77,99,55,https://i.ebayimg.com/00/s/NjM0WDExMjc=/z/vyQAAOSwlZNe8yCN/$_27.PNG,https://i.ebayimg.com/00/s/NTM4WDEwMjQ=/z/dQEAAOSwu0Fe8yCI/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/GJ0AAOSwDF5e8yCJ/$_2.JPG,
"
                            Clean and cozy one bedroom basement apartment - Golden Triangle
                        ","26 Elmsdale Rd, East York, ON M4J 3M4, Canada",Apartment,1150,1.00,1,43.6952915,-79.3446965,1,1,1,1,0,0,0,500,0,0,59,70,81,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/-sAAAOSws8dfCcJA/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/xmoAAOSwzlFfCcI7/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/ARUAAOSw7jtfCcJZ/$_2.JPG,
"
                            Large 2 Bedroom Apartment Scarborough Markham &  Lawrence
                        ",", m1h1b2, toronto, ON",Apartment,1550,2.00,1,43.7576091,-79.2317222,0,1,0,1,0,1,0,1000,0,1,80,60,52,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/CMEAAOSwr~ZfCbxu/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/dvIAAOSwU~RfCbxy/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/Jm0AAOSwGrVfCbx5/$_2.JPG,
"
                            one bedroom basement apartment for rent
                        ","205 Glendora Ave, North York, ON M2N 2W6, Canada",Apartment,1400,1.00,1,43.7617768,-79.3969927,0,0,0,1,0,1,0,750,0,1,53,67,44,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/xXcAAOSwcNpfCbuV/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/wREAAOSwwTtfCbut/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/J3MAAOSwjZ9fCbvl/$_2.JPG,
"
                            2 bed room apartment in Richmond hill
                        ","10330 Yonge St, Richmond Hill, ON L4C 5N1, Canada",Apartment,1850,2.00,1,43.8793371,-79.4398415,0,1,1,1,1,1,0,780,0,0,79,48,59,https://i.ebayimg.com/00/s/MjYyWDM0Mg==/z/sHQAAOSwAyRfCMPA/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/VwsAAOSwjGRfCMOj/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/7NEAAOSwZoVfCMOn/$_2.JPG,
"
                            Apartment for rent-High Park Area
                        ","137 Annette St, Toronto, ON M6P 1N9, Canada",Apartment,1500,1.00,1,43.6634445,-79.4657741,0,1,1,1,1,1,0,600,0,0,91,82,64,https://i.ebayimg.com/00/s/NTM1WDgwMA==/z/fUwAAOSwcKJfCh8r/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/uPAAAOSwci5fCh9r/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/Y2wAAOSwF41fCh~~/$_2.JPG,
"
                            downtown Luxury apartment for rent
                        ","15 Fort York Blvd, Toronto, ON M5V 3Y4, Canada",Apartment,1850,1.00,1,43.6401362,-79.39389,0,1,1,1,1,0,1,100,0,1,85,97,75,https://i.ebayimg.com/00/s/NTEwWDgwMA==/z/ZhoAAOSwq5ZfCezn/$_27.JPG,https://i.ebayimg.com/00/s/NTE5WDgwMA==/z/zt0AAOSw-l1fCezp/$_2.JPG,https://i.ebayimg.com/00/s/NTE5WDgwMA==/z/3wYAAOSwJqFfCezs/$_2.JPG,
"
                            Apartment Dufferin Subway
                        ","18 Russett Ave, M6H3M3, Toronto, ON",Apartment,1600,1.00,1,43.6603426,-79.4370061,1,1,1,1,0,0,0,800,0,1,90,89,79,https://i.ebayimg.com/00/s/NTIxWDgwMA==/z/s~wAAOSwcLhfChym/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDQzMA==/z/yXAAAOSwEhJfChy0/$_2.JPG,https://i.ebayimg.com/00/s/NTQ1WDgwMA==/z/s-oAAOSwtV5fChzM/$_2.JPG,
"
                            Bachelor's Apartment Kensington Market, Downtown
                        ","St Andrew St, Toronto, ON M5T 1K6, Canada",Apartment,1400,1.00,1,43.6544083,-79.398523,1,1,1,0,1,0,0,450,0,1,99,94,73,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/sNoAAOSwV8lfCeti/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDU5OQ==/z/A-YAAOSwbX1fCetL/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDU5OQ==/z/4RQAAOSwg-1fCetZ/$_2.JPG,
"
                            2 Bedroom Furnished - Bsmt Apartment - Little Italy
                        ",", m6j2k8, Toronto, ON",Apartment,2100,2.00,1,43.6535323,-79.4114831,0,0,0,0,0,0,0,900,1,1,80,87,60,https://i.ebayimg.com/00/s/NDUwWDgwMA==/z/Xf4AAOSwlltfCnfL/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDUzNA==/z/m2wAAOSww1dfCnfS/$_2.JPG,https://i.ebayimg.com/00/s/NDUwWDgwMA==/z/8ZEAAOSwn~tfCnfa/$_2.JPG,
"
                            downtown bachelor apartment 565 sherbourne st
                        ","565 Sherbourne St, Toronto, ON M4X 1W7, Canada",Apartment,1468,1.00,1,43.6701586,-79.3756379,0,1,1,1,1,1,1,700,0,0,90,89,99,https://i.ebayimg.com/00/s/Njk0WDgwMA==/z/TNkAAOSwHeRfBhpY/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/6V4AAOSwD7hfBhpb/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/2yYAAOSwm91fBhpf/$_2.JPG,
"
                            2 bedroom apartment available immediately!
                        ","99 Harbord St, Toronto, ON M5S 1G7, Canada",Apartment,3000,2.00,1,43.6625199,-79.4039463,0,0,0,1,0,1,0,800,0,1,90,98,75,https://i.ebayimg.com/00/s/NDgwWDY0MA==/z/uEgAAOSw9T1fCfaJ/$_27.JPG,https://i.ebayimg.com/00/s/NDgwWDY0MA==/z/vPoAAOSwkOVfCfak/$_2.JPG,https://i.ebayimg.com/00/s/NDgwWDY0MA==/z/5X0AAOSwDZhfCfab/$_2.JPG,
"
                            Bridge - 2 Bedroom Apartment for Rent
                        ","38 Joe Shuster Way, Toronto, ON, M6K 0A5",Apartment,2550,2.00,2,43.6405288,-79.4244112,0,1,1,1,1,0,1,800,0,1,89,90,85,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/QJgAAOSwzJ9e~vVF/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/dmcAAOSwBQVe~vVG/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/onsAAOSwacBe~vVG/$_2.JPG,
"
                            GET AN APARTMENT WITH LOW CREDIT
                        ",", York M6E 2Z5 ON, Canada",Apartment,2029,1.00,1,43.6950723,-79.4476221,0,1,1,1,1,1,1,716,0,1,78,80,70,,,,
"
                            1 BEDROOM APARTMENT FOR RENT AT WESTON AND LAWRENCE
                        ","80 Clouston Ave, York, ON M9N 1A7, Canada",Apartment,1400,1.00,1,43.6945313,-79.5084811,1,1,1,0,0,0,0,465,0,1,49,78,58,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/fJkAAOSwQyBfB4eJ/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/-84AAOSwV85fB4eO/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/lqYAAOSwHslfB4fQ/$_2.JPG,
"
                            Galleria - Two Bedroom Apartment for Rent
                        ","77 Finch Avenue East, Toronto, ON, M2N 6H8",Apartment,2495,2.00,15,43.780286,-79.411615,0,1,1,1,0,0,1,850,0,1,77,99,55,https://i.ebayimg.com/00/s/NjM0WDExMjc=/z/cz0AAOSwXode8yCO/$_27.PNG,https://i.ebayimg.com/00/s/NTM4WDEwMjQ=/z/AZoAAOSwUnhe8yCI/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/ZN0AAOSw161e8yCI/$_2.JPG,
"
                            **2 bedroom apartment Dundas and Ossington - Trinity Bellwoods**
                        ","Montrose Ave, Toronto, ON M6J 2T7, Canada",Apartment,2900,2.00,1,43.6522703,-79.4169064,0,0,1,1,1,0,0,900,0,0,88,83,63,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/IbcAAOSwBQVfCbbt/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/bTAAAOSwusdfCbb2/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/t~IAAOSwaKFfCbbm/$_2.JPG,
"
                            1 bedroom apartment in west end
                        ","88 Clairton cres, M6n2m6, Toronto, ON",Apartment,1400,1.00,1,43.6755925,-79.503784,0,1,1,1,1,1,0,11111,0,1,26,59,48,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/CVYAAOSwGQNfCF12/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/L5UAAOSwIVNfCF2H/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/OU0AAOSwUtFfCF2V/$_2.JPG,
"
                            Two Bedroom Apartment available
                        ","100 Graydon Hall Drive, North Yorks, ON, M3A 3A7",Apartment,1950,2.00,1,43.7653266,-79.3443114,1,1,1,1,1,0,0,985,0,1,25,72,30,https://i.ebayimg.com/00/s/MjYyWDM1MA==/z/Og4AAOSwimRe4ZOv/$_27.JPG,https://i.ebayimg.com/00/s/Mzc5WDU3MA==/z/lTMAAOSwli9e4ZOv/$_2.JPG,https://i.ebayimg.com/00/s/Mzc5WDU3MA==/z/cmYAAOSwE25e4ZOv/$_2.JPG,
